no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,Movable_assets,Immovable_assets
1,1,1,4000000,15600000,12,436,18000000,13200000
4,0,1,3800000,14300000,4,645,15500000,2400000
0,0,1,3700000,11600000,10,747,12500000,4500000
4,1,0,6700000,25300000,12,555,28400000,20500000
4,0,1,2000000,4700000,2,615,9700000,600000
0,0,0,600000,1600000,10,588,1400000,1700000
4,0,1,8600000,19200000,4,868,42100000,21900000
5,1,1,6500000,23900000,2,507,23900000,10700000
0,1,1,8000000,30400000,2,776,36900000,18000000
3,1,0,8100000,21600000,4,740,26800000,26100000
0,1,0,3900000,11300000,12,305,10900000,10900000
4,1,1,8000000,23200000,14,738,25300000,23000000
4,0,0,4200000,14600000,6,324,14700000,12200000
4,0,0,5200000,14100000,16,483,21900000,12600000
1,0,0,5900000,16800000,4,806,29900000,20900000
4,1,0,6300000,21900000,10,538,27100000,15000000
0,1,0,6000000,12400000,2,608,24700000,5100000
2,1,1,7500000,17900000,20,734,27900000,14600000
2,1,1,6100000,19400000,8,379,18400000,16100000
0,0,0,1800000,6600000,4,898,6000000,2500000
4,1,1,6900000,18300000,18,715,22500000,8800000
3,0,1,6300000,19900000,12,770,18600000,4300000
4,0,0,8000000,29100000,4,421,35800000,15100000
3,1,1,3600000,9500000,16,748,12300000,10100000
1,0,0,2900000,9600000,4,658,9700000,12500000
5,1,1,9400000,23100000,6,762,28900000,22600000
5,0,0,3600000,7700000,16,830,12900000,8300000
4,0,1,2600000,9400000,18,481,11000000,7100000
1,0,1,4400000,14700000,8,894,11800000,17700000
4,0,0,5700000,21100000,18,489,18500000,4800000
0,0,0,1800000,5800000,18,348,7700000,3600000
3,1,1,7000000,16100000,16,379,33000000,7200000
0,0,1,8500000,20000000,16,786,26600000,20700000
4,1,0,1900000,4000000,10,388,6500000,1900000
2,1,1,2600000,7600000,10,400,13300000,9600000
0,0,1,2700000,8400000,6,744,9500000,5300000
5,0,1,4400000,11800000,20,634,19500000,13200000
5,0,1,1300000,4000000,8,407,4600000,5100000
1,0,0,1100000,3600000,20,495,3600000,2700000
0,1,1,3300000,10000000,16,434,17000000,7100000
1,1,1,1300000,5000000,20,423,5500000,1700000
2,0,0,2600000,7800000,4,819,7200000,7400000
2,0,1,6900000,25300000,4,763,26800000,12600000
1,1,1,3200000,9000000,20,372,11000000,5500000
0,0,0,9200000,30700000,10,455,38100000,26900000
1,1,1,8400000,24700000,18,698,44900000,36200000
3,0,1,4400000,15300000,16,865,18400000,9600000
4,1,0,3200000,10600000,16,693,12200000,12700000
4,0,1,300000,500000,2,353,1600000,700000
4,0,1,7900000,21500000,16,497,30800000,7400000
0,1,1,5000000,17000000,6,624,21300000,12900000
4,0,0,9300000,34900000,6,837,29900000,28200000
4,0,0,1200000,4400000,6,709,5800000,5100000
2,1,0,1500000,4200000,16,771,6800000,3300000
1,1,0,6200000,23100000,16,838,30500000,10500000
4,0,0,5900000,19900000,14,469,25300000,21000000
4,1,0,1500000,3100000,6,885,5700000,2900000
1,1,0,3500000,10900000,4,524,16400000,15000000
0,1,1,3700000,9300000,14,531,10800000,9300000
2,1,0,7800000,17100000,14,351,26400000,26200000
2,0,1,6700000,25500000,10,673,30100000,19700000
4,0,1,5400000,11500000,20,705,19600000,18400000
1,0,0,1600000,4000000,10,615,6900000,4900000
5,0,1,7500000,28200000,2,440,30400000,14000000
3,1,0,7700000,26400000,12,759,32700000,6300000
5,0,1,3600000,8500000,20,594,11900000,10800000
1,1,1,7500000,22500000,14,469,20700000,21900000
1,1,1,1000000,2100000,8,793,3600000,4200000
0,0,1,3300000,9000000,18,754,11600000,10000000
5,0,1,8700000,28100000,10,660,36000000,26300000
1,1,1,8900000,22900000,4,757,25600000,19800000
1,1,1,6000000,13100000,2,368,18600000,12100000
1,1,1,3500000,7400000,16,867,11600000,7100000
2,0,0,1500000,3600000,4,584,6500000,5200000
5,0,1,6900000,16500000,6,447,20700000,4500000
5,1,1,3300000,7800000,16,632,12000000,9000000
2,1,0,7700000,18300000,20,504,22900000,15100000
3,0,1,1900000,5900000,8,651,7700000,2800000
3,0,0,1300000,3100000,14,348,4500000,2100000
2,0,1,5900000,14300000,2,410,21000000,16300000
5,0,1,600000,1500000,12,509,2700000,1700000
3,1,1,5600000,11600000,12,756,26200000,5100000
0,0,1,8600000,29400000,16,643,45300000,15100000
5,0,0,4500000,16900000,18,455,16300000,5200000
0,0,1,3200000,12000000,14,645,15500000,6600000
2,1,1,1800000,3600000,4,343,7700000,4500000
4,0,0,3800000,10400000,10,833,18300000,10000000
3,1,1,600000,1400000,16,509,3300000,900000
2,1,0,7600000,16700000,20,692,32500000,19500000
1,0,1,8200000,19100000,8,619,38100000,29400000
4,1,1,5200000,18300000,10,355,14000000,4200000
0,0,0,6600000,15200000,18,497,23800000,8400000
4,0,0,3200000,11600000,6,635,10400000,7900000
1,1,0,5700000,17200000,4,512,24400000,11300000
2,1,0,5900000,19800000,20,327,28200000,9300000
4,0,0,2600000,8500000,4,775,13000000,4400000
3,0,0,7400000,18500000,8,818,36400000,19200000
5,0,1,6400000,20000000,12,594,22000000,2200000
4,0,1,5000000,19600000,18,611,19000000,17800000
1,0,1,3800000,8800000,12,670,16000000,9900000
1,1,1,5100000,20300000,18,757,16600000,15200000
4,1,0,6600000,17400000,20,506,33100000,12600000
3,1,1,6100000,21300000,2,387,20400000,10200000
5,1,1,9700000,27600000,10,788,42400000,12500000
2,0,1,1800000,4200000,8,648,7800000,4300000
3,1,1,5400000,16300000,4,512,19100000,5000000
1,1,1,2200000,5200000,8,420,7300000,3000000
5,0,0,8000000,27000000,20,595,35200000,9700000
4,1,0,3600000,8700000,14,302,11900000,10100000
3,0,1,7600000,30000000,10,344,38700000,32700000
2,1,1,2500000,6400000,6,708,13400000,7100000
5,0,1,3800000,14400000,2,345,17700000,4100000
2,1,0,1900000,6500000,18,671,5900000,3100000
5,1,1,1900000,4900000,4,442,6700000,5300000
5,1,0,200000,600000,16,396,700000,0
2,0,1,800000,3200000,10,584,2800000,200000
0,1,1,2600000,6000000,8,382,9800000,3900000
4,1,0,3000000,7200000,2,680,11300000,4300000
2,0,0,5700000,20500000,8,412,26100000,10100000
2,0,0,5300000,13200000,10,500,23300000,14500000
0,0,0,600000,1700000,2,621,2200000,800000
4,1,0,7600000,29900000,18,445,24100000,18700000
1,1,1,8400000,30900000,8,378,37000000,19600000
5,0,1,2300000,9100000,16,644,9700000,6600000
4,0,1,2700000,5400000,6,861,9400000,8700000
3,1,0,9100000,27400000,18,652,38500000,15800000
2,1,1,3900000,13900000,18,715,12000000,10600000
4,0,1,1500000,3300000,16,382,4300000,2600000
0,1,1,7500000,25800000,18,844,25100000,9700000
5,1,1,2500000,9400000,16,735,11200000,2200000
5,0,0,8200000,18500000,4,394,38500000,15300000
5,0,1,8000000,21500000,12,779,40200000,17700000
5,0,0,700000,1900000,4,784,2700000,1500000
0,0,1,1200000,4200000,4,768,4300000,5000000
3,1,0,1600000,6200000,18,636,6700000,4100000
3,1,0,9100000,19300000,12,696,43400000,33900000
3,0,1,7400000,15200000,10,548,24100000,29500000
4,1,0,2300000,5500000,6,343,8000000,4000000
2,0,0,6800000,22600000,20,393,28500000,4300000
5,1,0,5900000,16400000,12,891,24300000,20600000
2,0,0,7000000,24200000,8,833,35200000,17800000
1,0,0,2700000,6800000,20,713,8000000,3800000
0,1,0,6600000,14100000,20,360,33200000,11900000
5,0,0,4000000,9400000,4,723,14100000,200000
1,1,1,5300000,18900000,16,361,17400000,5300000
4,0,0,3900000,12600000,8,553,16800000,10700000
3,0,1,9200000,33500000,8,564,41200000,36000000
0,1,1,9300000,22200000,14,701,41600000,10700000
0,1,0,800000,2300000,16,739,2400000,2400000
4,1,1,4600000,9500000,20,613,16700000,11100000
4,0,0,5500000,18600000,12,569,27000000,19700000
1,1,0,1900000,7100000,2,834,7200000,6200000
1,0,0,6900000,19500000,2,809,32200000,16700000
1,1,0,3400000,8600000,16,312,11400000,12500000
2,1,0,8100000,17500000,4,674,32500000,23500000
5,1,1,8200000,20900000,14,726,34400000,16200000
4,1,0,4900000,18800000,16,880,15800000,8900000
5,0,1,4200000,8500000,4,386,16500000,13300000
5,0,0,8800000,21600000,18,613,38400000,27500000
2,1,1,1300000,3200000,4,810,5100000,5900000
2,1,1,400000,1300000,2,885,1600000,500000
4,1,0,7300000,19800000,8,724,39300000,11500000
4,0,1,6000000,17000000,12,607,26000000,18500000
0,1,0,4500000,14500000,2,766,23800000,14500000
1,1,0,8400000,23400000,14,437,41500000,21200000
1,0,1,2100000,7700000,16,327,7000000,5500000
5,0,1,8700000,18400000,12,394,36600000,22000000
2,1,1,9900000,33200000,4,465,29400000,43300000
5,1,0,3300000,10000000,12,489,10000000,2500000
2,0,1,7000000,18900000,8,584,25600000,26600000
0,1,0,2700000,8400000,14,610,8900000,2800000
2,1,0,9800000,37600000,10,641,31000000,24100000
2,0,0,5400000,17400000,10,335,22400000,7300000
0,0,0,4200000,11000000,20,817,17800000,9100000
5,0,1,2400000,8900000,2,745,11300000,3700000
3,1,1,9200000,27700000,20,688,37000000,21100000
5,1,1,5900000,16000000,6,798,15400000,20900000
2,1,0,200000,300000,20,519,700000,0
0,0,1,9300000,24500000,10,600,38000000,20900000
0,1,0,7600000,26500000,6,515,26000000,21100000
2,1,1,6700000,22700000,18,538,26800000,21100000
5,1,1,5800000,12400000,6,847,21700000,14100000
4,1,1,600000,1800000,8,417,2600000,2400000
4,1,1,8900000,27100000,18,363,38100000,17400000
0,0,0,6800000,20800000,20,819,34700000,28400000
0,1,0,2600000,9400000,18,879,7400000,4200000
0,0,0,6200000,20100000,20,345,21500000,15200000
0,0,0,6500000,16200000,4,812,26400000,27900000
5,0,1,5700000,15000000,20,819,17500000,25300000
1,0,0,1000000,3000000,18,614,4400000,3500000
2,0,1,9100000,24200000,16,685,40200000,27500000
1,1,1,600000,1400000,10,699,2100000,900000
0,1,0,3800000,13300000,6,655,11200000,9600000
5,1,1,4800000,16400000,14,390,13500000,10800000
2,0,0,9300000,22000000,14,393,42300000,8100000
1,0,0,2500000,7600000,20,888,8300000,11600000
2,1,1,1700000,3500000,10,854,5100000,7400000
4,0,0,1700000,4300000,18,580,8300000,3900000
1,1,0,4900000,18500000,4,612,19300000,12000000
5,1,0,2700000,8200000,2,848,7700000,8000000
0,0,0,3500000,12300000,16,479,12600000,15700000
0,0,0,9400000,27900000,6,456,43400000,39900000
5,0,1,9800000,30300000,6,867,37800000,36800000
4,0,0,7900000,29900000,8,314,34100000,26600000
2,1,1,7300000,15200000,20,776,30500000,24300000
4,1,1,5500000,20000000,14,593,24800000,17800000
3,0,0,9700000,35300000,4,462,40900000,21000000
3,0,0,6100000,24000000,18,718,23400000,7500000
3,0,1,8900000,18500000,10,367,42300000,6100000
0,0,1,9400000,20000000,4,350,41900000,4700000
2,0,1,8600000,21600000,16,804,33900000,15700000
4,0,0,5100000,12200000,14,511,21700000,8700000
2,0,1,7100000,18800000,12,838,21500000,6300000
1,1,1,800000,2800000,16,726,4300000,3300000
5,0,0,200000,700000,18,707,700000,0
0,0,1,9600000,20100000,16,427,41900000,9500000
0,1,1,800000,2400000,4,518,3300000,1300000
4,0,0,1200000,3300000,2,564,5800000,2700000
0,0,1,3000000,9600000,6,644,13500000,4600000
3,0,0,5000000,12700000,14,865,25800000,12800000
4,0,1,4100000,11600000,14,854,18400000,7400000
5,1,0,5000000,10800000,10,345,20400000,17300000
4,1,0,7200000,18900000,16,371,23800000,20700000
5,0,0,8900000,35500000,16,480,30100000,28500000
5,1,0,3700000,9800000,4,563,14200000,14600000
3,1,1,7100000,16700000,4,435,30500000,11300000
4,1,1,800000,2100000,6,353,4100000,1000000
2,1,0,9600000,25900000,18,647,47100000,21700000
0,1,0,5100000,13400000,16,649,19600000,8400000
2,1,0,3100000,10400000,10,420,13500000,12800000
5,1,1,8400000,18600000,20,703,38300000,9600000
2,0,0,2700000,9300000,16,656,10000000,10200000
1,0,1,3500000,8100000,10,626,10100000,12600000
0,1,1,3700000,9700000,12,501,13800000,9200000
5,0,0,9000000,24200000,4,646,30000000,17900000
5,0,1,7500000,26500000,12,512,29700000,19400000
0,0,0,2700000,7500000,6,832,12500000,8900000
0,0,1,2000000,6700000,8,461,9800000,7100000
1,0,0,2200000,8700000,12,613,8100000,2300000
2,0,1,5500000,12400000,14,842,21600000,6700000
5,0,1,4400000,16500000,10,806,14000000,7900000
0,1,0,7900000,30800000,4,726,29300000,19600000
2,1,0,5800000,18600000,18,532,19000000,11800000
3,0,0,5100000,13300000,4,589,26300000,13900000
1,1,0,8300000,20400000,14,348,33800000,18100000
4,0,0,5100000,15500000,8,392,20300000,14800000
1,0,0,9100000,34000000,12,672,41500000,10200000
2,0,1,6600000,25600000,6,740,28100000,12800000
0,0,1,500000,1100000,18,479,2400000,2000000
5,0,0,700000,2400000,16,447,3400000,2000000
4,0,0,1600000,5500000,10,577,5500000,1600000
2,1,0,1300000,4500000,6,415,4100000,900000
5,1,1,4100000,11100000,18,756,13800000,4700000
3,0,1,7500000,25300000,12,767,29000000,24000000
0,1,0,5700000,21400000,8,340,21000000,5100000
2,0,1,5300000,14900000,6,504,20200000,12700000
4,0,1,8900000,26300000,10,369,39500000,30900000
3,1,0,4300000,11100000,6,312,13400000,8600000
4,1,1,6700000,15800000,12,466,26500000,12100000
4,0,0,1300000,3600000,10,657,4000000,5100000
0,0,0,3100000,10400000,18,622,8800000,6300000
5,0,0,5300000,13400000,8,719,16700000,1800000
0,1,0,3300000,9000000,16,797,13600000,9400000
5,1,0,6300000,14800000,6,608,27200000,26600000
4,1,0,7600000,20800000,12,775,25600000,15500000
2,0,1,200000,500000,6,885,500000,-100000
0,0,0,2900000,9800000,16,395,11000000,9700000
3,0,0,4100000,11700000,10,729,17500000,13100000
0,1,1,8100000,23800000,10,794,29500000,20900000
3,0,1,1200000,3300000,6,772,4300000,1600000
0,0,1,7800000,29100000,20,435,27000000,34100000
4,1,1,8100000,18000000,8,817,27700000,9200000
1,0,0,3400000,9900000,2,736,15100000,8700000
2,0,0,6700000,21400000,8,370,28700000,15000000
5,0,1,500000,1400000,4,471,1600000,600000
3,0,0,6300000,17000000,16,388,19300000,13800000
3,0,1,9000000,33100000,16,456,33100000,30800000
2,0,0,5200000,17200000,12,565,26300000,4800000
4,1,0,8900000,30100000,2,747,31000000,33500000
4,1,0,6600000,25400000,12,622,27400000,12700000
4,1,1,5800000,23200000,18,456,30100000,20300000
0,1,1,2000000,6000000,14,393,8800000,2900000
3,1,0,4100000,15900000,12,538,14500000,4700000
2,1,1,3300000,10700000,8,806,16400000,6300000
3,0,0,4600000,10000000,4,702,20600000,8300000
1,1,1,4800000,11600000,16,696,18300000,10800000
4,1,0,4100000,13100000,14,772,14300000,15400000
3,1,0,500000,1200000,6,757,1800000,1400000
0,0,0,7300000,14500000,16,811,25700000,13400000
1,1,1,9100000,32900000,2,717,29500000,4200000
0,0,1,3700000,8500000,8,424,18900000,7500000
1,1,1,7400000,17200000,8,899,21600000,25200000
3,1,0,9000000,26500000,8,533,33800000,29500000
4,1,0,2300000,6000000,8,676,7000000,6400000
0,1,0,5300000,20000000,6,881,23500000,19600000
3,0,1,900000,2300000,20,611,2400000,2100000
0,1,0,5400000,16800000,10,599,22100000,12700000
1,1,0,6500000,16000000,6,862,33700000,2000000
0,0,1,2600000,9000000,20,615,11800000,6800000
2,0,1,4000000,8600000,4,847,16700000,12900000
3,1,1,9900000,36500000,16,562,32100000,35800000
3,1,1,4200000,14600000,6,679,13600000,9300000
5,0,1,4400000,14100000,10,663,20100000,10200000
4,0,0,400000,1000000,20,692,1800000,900000
2,1,0,2300000,5000000,8,884,7600000,3100000
4,0,0,4300000,11500000,20,337,22200000,17100000
5,0,1,9000000,20000000,2,440,36100000,18100000
0,1,1,8600000,17700000,20,711,38200000,22000000
1,1,0,2400000,5600000,16,379,10600000,4300000
5,1,1,9800000,24200000,20,382,34400000,20600000
5,0,1,2400000,6900000,20,725,11200000,2100000
3,0,0,8400000,32600000,4,509,41100000,35300000
5,1,1,4900000,14300000,4,663,25100000,14600000
5,1,0,1800000,6200000,18,366,7600000,5900000
5,0,1,300000,700000,10,586,1100000,400000
1,0,0,2400000,5800000,20,384,11500000,4200000
0,0,0,600000,1800000,18,796,1700000,1700000
3,0,0,3900000,10700000,6,790,15200000,12500000
3,0,0,3900000,9800000,6,604,11000000,18200000
1,0,0,5900000,13000000,2,386,15800000,21300000
0,1,1,3100000,8500000,8,614,14300000,6300000
0,1,0,4100000,10800000,16,399,18000000,13500000
3,0,0,600000,1100000,8,538,1700000,1300000
4,1,1,4700000,13700000,14,600,22700000,20500000
3,0,1,3000000,8300000,4,685,15100000,8300000
0,1,0,6000000,22000000,12,826,21100000,3400000
1,1,1,1400000,3300000,18,321,3700000,2400000
2,1,1,8300000,20600000,10,504,39900000,1000000
4,0,1,9600000,19900000,6,319,34700000,19700000
2,0,0,7300000,20000000,6,729,27000000,23800000
0,1,1,2800000,6300000,12,647,11000000,4100000
0,0,0,8400000,17500000,18,411,41700000,18500000
4,1,1,800000,2400000,2,461,2600000,2600000
2,0,1,4700000,15100000,8,799,15400000,12200000
4,0,0,7300000,25400000,16,502,31000000,2300000
3,1,0,300000,800000,2,458,1300000,500000
2,1,0,400000,1000000,6,425,1000000,1100000
3,0,1,8300000,27700000,4,596,28800000,35900000
2,0,1,6300000,24600000,8,464,19900000,9900000
5,1,1,3500000,9500000,4,664,13000000,10000000
3,0,1,7000000,26300000,12,481,25000000,27100000
2,0,1,8600000,24900000,20,607,37200000,21200000
1,1,1,7800000,27200000,16,454,28500000,19500000
1,1,1,5700000,20100000,14,442,24400000,19000000
3,1,0,7800000,21100000,12,717,26100000,11900000
5,0,1,4400000,11700000,20,590,17800000,3600000
5,1,0,6300000,20100000,12,774,22000000,27400000
2,1,0,7100000,21500000,16,610,23500000,17900000
0,0,1,5900000,22700000,18,855,18500000,19700000
0,0,1,700000,2100000,12,813,2700000,1500000
5,1,0,6400000,22300000,12,776,29900000,9600000
5,0,0,6300000,14600000,12,652,29400000,13800000
2,1,0,1000000,2500000,6,551,4600000,1900000
2,0,1,1700000,3400000,8,691,6900000,5500000
0,0,1,4000000,14500000,2,713,16900000,11100000
4,1,1,2100000,5500000,18,349,8600000,100000
4,1,0,8100000,19300000,14,821,34100000,25000000
5,1,1,300000,1100000,20,613,900000,1000000
3,0,1,9800000,28200000,12,721,31500000,22300000
1,0,1,8400000,19700000,6,476,43900000,41200000
4,0,1,8900000,20700000,6,684,27100000,10300000
3,1,0,400000,1100000,16,504,1200000,600000
5,0,0,9900000,24600000,2,530,33400000,37000000
1,0,0,5900000,15200000,2,547,18300000,19100000
5,0,1,6500000,18300000,4,333,28700000,8500000
5,1,0,8500000,31300000,12,378,39200000,34500000
3,0,0,9800000,28300000,2,715,38000000,29100000
0,0,1,700000,1800000,12,400,2500000,2600000
3,0,1,1000000,2500000,6,808,2500000,3500000
1,1,1,8000000,28100000,18,725,30500000,14700000
1,0,1,9700000,34300000,20,756,40900000,34200000
3,1,0,9100000,25600000,12,688,39000000,25200000
4,0,0,8500000,17800000,4,698,36600000,11000000
0,0,0,5000000,14400000,2,761,17100000,7200000
3,0,1,9900000,29900000,20,490,34500000,19600000
5,1,1,2900000,7500000,12,678,14600000,6400000
3,1,0,9400000,35000000,16,548,40900000,22600000
5,1,1,4500000,12700000,8,307,15300000,14800000
4,1,0,1100000,3300000,18,417,4900000,2400000
5,0,0,3200000,8700000,16,558,10900000,5100000
0,1,1,4000000,10300000,4,819,17800000,12300000
4,0,0,5800000,14700000,10,692,21600000,12400000
3,1,1,5900000,18900000,4,742,31200000,15300000
3,0,0,4700000,9600000,10,545,17300000,12400000
1,0,1,3200000,11800000,16,848,9800000,8700000
4,1,0,6000000,18000000,18,882,19700000,9200000
2,0,1,7700000,19300000,8,735,34200000,3100000
4,0,0,1900000,4300000,4,826,7900000,2400000
2,1,1,3200000,9700000,6,737,12300000,10800000
4,0,0,7900000,30600000,2,569,27500000,11000000
5,1,1,8000000,22500000,20,784,36800000,14900000
4,1,1,9100000,33000000,8,543,30700000,30100000
3,1,0,5100000,18200000,10,395,21800000,8100000
1,1,0,4200000,10700000,6,466,18700000,14400000
0,1,1,7700000,16900000,14,473,35400000,26100000
3,0,1,7400000,18300000,4,348,27700000,26900000
3,0,0,8600000,23600000,4,324,32800000,17600000
5,1,0,5200000,13900000,4,422,19000000,12300000
3,0,0,3200000,6900000,20,735,12300000,5200000
1,0,0,9800000,26900000,18,792,37100000,30000000
1,1,0,9000000,28200000,16,327,35200000,4000000
1,0,1,6400000,17300000,10,879,23600000,11100000
5,0,1,8500000,26700000,10,803,34000000,17100000
2,1,1,6500000,25100000,20,848,21800000,20100000
1,1,0,7000000,26600000,16,460,32300000,23800000
4,0,1,5400000,12700000,4,622,21600000,14300000
3,1,1,4500000,17900000,6,787,18500000,13400000
2,1,0,3300000,6600000,6,331,11600000,8300000
0,1,0,3900000,14600000,2,730,20000000,13200000
1,1,1,6300000,23900000,10,844,21300000,21200000
4,1,1,3200000,6800000,16,675,10800000,9900000
4,1,1,3500000,8300000,2,897,14400000,13400000
4,1,0,9900000,29100000,18,772,38500000,43500000
3,1,0,7400000,23400000,16,700,29600000,22300000
3,1,1,9500000,20100000,2,506,43700000,17600000
5,0,1,1000000,2300000,12,317,4100000,3300000
2,0,1,8500000,31800000,6,714,32200000,17900000
1,0,1,7000000,25600000,6,420,24000000,26600000
1,1,1,9900000,30900000,20,559,50700000,18200000
5,1,0,400000,800000,18,304,1800000,1400000
1,1,0,8800000,30200000,18,897,39800000,25000000
2,0,1,500000,1600000,4,663,2000000,1400000
4,0,1,8200000,19000000,6,334,38800000,31300000
5,1,0,8300000,23100000,4,459,33900000,19800000
5,0,1,9600000,38000000,10,359,47600000,15700000
4,1,1,6600000,22100000,6,887,24500000,7100000
5,1,1,600000,1700000,20,879,3000000,1200000
5,1,0,5600000,17600000,14,448,25700000,10200000
4,1,1,9200000,30100000,6,632,40400000,30300000
0,0,1,8200000,29700000,6,405,29600000,4700000
1,1,0,2200000,5000000,2,755,9900000,3600000
3,0,0,5500000,11600000,6,745,18200000,17400000
0,0,0,3600000,8700000,10,309,11900000,7300000
1,0,1,9600000,34500000,2,795,41300000,10400000
3,0,1,4000000,14700000,8,376,13100000,9200000
3,0,0,7900000,27000000,6,601,39100000,25500000
5,1,0,2700000,5600000,2,815,9700000,3100000
1,1,1,4600000,18400000,10,403,20200000,9000000
4,0,0,1400000,2700000,18,703,6300000,1900000
0,1,0,5200000,15600000,20,434,23600000,19900000
3,0,0,8300000,17200000,8,870,28300000,13500000
0,1,0,2200000,8800000,4,437,10300000,3900000
2,1,1,9500000,36800000,6,493,38300000,37900000
2,1,0,5700000,20400000,2,630,25500000,6100000
1,0,1,7100000,15200000,8,389,30200000,6800000
1,0,0,3000000,9400000,4,622,11600000,4100000
3,0,0,6300000,13900000,18,748,30300000,26500000
5,1,0,7600000,16300000,18,872,25700000,7000000
1,1,0,2200000,5200000,14,682,7900000,3200000
2,1,1,4600000,16000000,4,720,16500000,4000000
4,1,0,7600000,29700000,6,603,38800000,6100000
3,1,1,1800000,5700000,14,670,6200000,8400000
0,1,0,300000,900000,20,436,800000,400000
5,0,1,5300000,14000000,6,633,18900000,16300000
0,1,0,2200000,8600000,4,563,7200000,1900000
2,0,0,3200000,12500000,10,457,12500000,8100000
0,1,1,1200000,2800000,14,892,5000000,3300000
4,1,0,3500000,9500000,2,655,12500000,16500000
5,1,1,2000000,7400000,14,799,5400000,7300000
4,0,0,5400000,15700000,18,452,23100000,16300000
0,0,1,700000,1400000,10,618,2200000,1500000
4,0,1,5700000,16900000,4,656,30400000,20400000
0,0,1,2300000,6000000,8,690,8000000,8400000
1,1,1,5000000,16900000,12,517,20900000,3700000
0,0,0,5900000,11800000,12,468,23700000,19100000
0,0,1,4700000,16200000,16,317,11900000,13100000
3,0,0,6500000,16800000,10,388,22100000,10300000
5,1,1,2700000,6800000,6,461,9900000,6500000
4,0,1,700000,2700000,16,583,1700000,2300000
4,0,0,7400000,19400000,16,835,30000000,30600000
5,1,1,3500000,11800000,4,642,15500000,5200000
5,1,0,3100000,9600000,2,761,14600000,7600000
1,1,1,5200000,11200000,2,370,23100000,20100000
0,1,1,9100000,22000000,12,387,38700000,40900000
5,1,1,1000000,2400000,18,613,3200000,2900000
1,1,0,9900000,23400000,16,687,37800000,31900000
4,0,0,9900000,26100000,2,481,32900000,19500000
0,1,0,5800000,19600000,14,673,25200000,19600000
4,0,1,6400000,21900000,6,437,28700000,17000000
1,0,0,5200000,11200000,6,698,21500000,21700000
3,1,0,900000,1900000,12,547,3400000,2800000
3,1,0,5600000,19900000,16,551,20600000,18200000
0,0,0,4700000,18500000,4,516,16500000,9400000
2,1,1,3800000,11400000,16,666,11800000,11400000
4,0,0,9400000,29400000,12,562,43500000,41100000
3,1,1,2500000,7700000,16,485,8800000,5600000
2,1,1,6700000,23100000,4,304,34300000,21500000
2,1,1,2900000,8300000,10,693,14000000,9400000
2,1,1,6800000,15500000,12,338,30300000,11100000
0,0,0,8800000,30900000,12,729,37100000,2400000
1,1,0,6700000,25000000,20,598,20600000,18200000
4,0,0,1600000,4500000,12,633,6000000,2400000
1,0,1,1800000,4400000,8,689,5400000,5700000
3,1,1,9100000,29300000,2,508,43500000,24100000
4,1,1,2800000,9200000,18,442,9700000,10600000
1,1,1,1300000,5000000,4,610,5400000,4200000
3,1,1,9100000,24600000,2,741,49100000,12000000
5,1,1,7700000,18900000,16,552,30500000,21700000
0,0,0,3500000,7800000,14,366,18600000,9400000
3,1,1,5800000,18200000,16,835,22500000,7100000
1,0,0,7400000,16100000,4,655,29600000,34900000
2,0,1,2900000,7300000,8,394,11700000,10300000
5,0,1,7200000,27100000,12,535,32900000,21200000
4,1,1,200000,700000,10,672,600000,400000
0,0,0,600000,2300000,8,627,2500000,2300000
1,1,0,8900000,24000000,6,380,35200000,23900000
3,1,0,700000,1600000,20,705,3000000,1500000
1,1,1,4000000,9400000,8,509,16300000,5100000
1,1,0,9600000,26000000,16,368,38300000,35100000
3,0,1,1300000,4800000,14,808,6600000,5100000
2,0,1,7600000,22300000,12,555,24800000,15900000
0,1,1,9500000,26000000,2,732,29700000,38100000
4,0,0,7100000,19800000,18,530,28000000,10500000
1,1,1,7800000,17200000,4,597,25900000,16400000
2,1,1,700000,1700000,10,539,2800000,2400000
1,1,0,3500000,12700000,4,350,14700000,12000000
4,1,0,600000,1600000,6,784,2400000,400000
5,1,0,600000,2400000,18,631,3000000,900000
0,1,0,2100000,8200000,4,554,7600000,7700000
5,1,1,9400000,23200000,14,885,39600000,18100000
0,0,0,1100000,3300000,10,482,4500000,3100000
4,1,1,7000000,26700000,4,486,24800000,22800000
2,0,0,1100000,2500000,20,615,3600000,4500000
3,1,1,8500000,27700000,4,457,24100000,4000000
5,1,1,9200000,28100000,10,448,43900000,25600000
0,1,1,3600000,9900000,12,641,11800000,12700000
2,1,1,5700000,18100000,20,491,21600000,6900000
3,0,0,9200000,34300000,18,523,37900000,29600000
0,0,1,9800000,38700000,2,611,39000000,17000000
1,0,1,800000,2500000,4,409,4000000,2300000
5,1,0,2000000,6900000,18,516,8100000,8000000
1,1,0,8000000,27800000,6,667,32400000,18600000
1,1,1,1000000,3900000,16,360,2700000,2800000
4,0,1,5300000,12000000,10,329,23400000,24600000
5,0,0,9300000,34000000,6,742,41000000,4800000
3,1,0,8700000,24700000,8,369,35900000,4800000
1,1,0,4900000,12500000,2,636,18900000,20600000
5,1,0,6000000,24000000,20,639,21700000,7600000
3,0,0,4600000,17800000,20,716,15300000,15200000
